"Authors","Author full names","Author(s) ID","Title","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","ISSN","ISBN","CODEN","EID"
"Baden D.; Prasad S.","Baden, Denise (7003753106); Prasad, Swarna (56402422800)","7003753106; 56402422800","Applying Behavioural Theory to the Challenge of Sustainable Development: Using Hairdressers as Diffusers of More Sustainable Hair-Care Practices","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957436998&doi=10.1007%2fs10551-014-2398-y&partnerID=40&md5=1b68b60215a79153fe265dc9d6849898","School of Management, University of Southampton, Southampton, United Kingdom","Baden D., School of Management, University of Southampton, Southampton, United Kingdom; Prasad S., School of Management, University of Southampton, Southampton, United Kingdom","The challenges presented by sustainable development are broadly accepted, yet resource use increases unabated. It is increasingly acknowledged that while technical solutions may play a part, a key issue is behaviour change. In response to this, there has been a plethora of studies into how behaviour change can be enabled, predominantly from psychological and sociological perspectives. This has resulted in a substantial body of knowledge into the factors that drive behaviour change and how they can be manipulated to achieve desired social goals. In this paper, we describe a study that draws on this body of knowledge to design an intervention to drive behaviour change across the hairdressing sector, and by the process of diffusion, across the vast social networks of this occupational group to influence domestic hair-care practices. The intervention was successful: hairdressers indicated positive intentions to adopt more sustainable practices within their salons and pass them onto their customers. The customer survey (N = 776) confirms this: customers surveyed after their hairdresser attended the Green-Salon-Makeover intervention were significantly more likely to report that environmental issues had been considered in their salon visit and that they themselves would consider such issues in their hair-care practices at home than customers who were surveyed before the intervention. © 2014, The Author(s).","Behaviour change; Diffusion; Hairdressers; Practice theory; Pro-environmental behaviour; Social networks; Social norms; Sustainable lifestyle","01674544","","","2-s2.0-84957436998"
"Taylor B.; Van Wieren G.; Zaleha B.","Taylor, Bron (8262650000); Van Wieren, Gretel (26422670200); Zaleha, Bernard (55859543900)","8262650000; 26422670200; 55859543900","The Greening of Religion Hypothesis (Part Two): Assessing the data from Lynn White, Jr, to Pope Francis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994577790&doi=10.1558%2fjsrnc.v10i3.29011&partnerID=40&md5=9636c84f37bd41efb5833afc566ede9f","University of Florida, Department of Religion, PO Box 117410, Gainesville, 32611-7410, FL, United States; Michigan State University, Department of Religious Studies, 736 Wells Hall, East Lansing, 48824, MI, United States; University of California, Santa Cruz, PO Box 7579, Santa Cruz, 95061, CA, United States","Taylor B., University of Florida, Department of Religion, PO Box 117410, Gainesville, 32611-7410, FL, United States; Van Wieren G., Michigan State University, Department of Religious Studies, 736 Wells Hall, East Lansing, 48824, MI, United States; Zaleha B., University of California, Santa Cruz, PO Box 7579, Santa Cruz, 95061, CA, United States","Herein we provide a comprehensive review of research pertinent to Lynn White, Jr's contentions in 'The Historical Roots of Our Ecologic Crisis' (1967) about the negative environmental impacts of 'Judeo-Christian' ideas as well as subsequent claims that the world's predominant religions are becoming more environmentally friendly. Definitive conclusions are difficult given the complexity of biocultural systems; nevertheless, extant research has identified many themes and dynamics that hinder environmental understanding and mobilization by religious individuals, whether Abrahamic or involved in religions that originated in Asia. Some indigenous traditions, however, appear to foster pro-environmental perceptions and behaviors as do some nature-based cosmologies and value systems, which are often deeply informed by the sciences and direct experience within environmental systems. Our review overturns common misperceptions regarding the role of religion in environmental behaviors and concludes that additional research is warranted to better understand under what circumstances, and with which communicative strategies, religious or other individuals and groups might be more effectively mobilized in response to contemporary environmental challenges. © Equinox Publishing Ltd 2016.","Dark green religion; Environmental behavior; Jr; Lynn White; Religion and ecology; Religion and nature; Religious environmentalism; Religious naturalism","17494907","","","2-s2.0-84994577790"
"Rahman N.A.","Rahman, Norshariani Abd (57201427943)","57201427943","Knowledge, internal, and environmental factors on environmental care behaviour among aboriginal students in Malaysia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982221066&partnerID=40&md5=bd80be6ce69125375ef6537e673bd334","National University of Malaysia, Selangor, Malaysia","Rahman N.A., National University of Malaysia, Selangor, Malaysia","This study determined the contribution of predictor factors (i.e. knowledge about the environment as well as internal and environmental factors) on environmental care behaviour among aboriginal students. The knowledge about the environment that was investigated in this research includes environmental knowledge and environmental action knowledge. The internal factors include elements of attitude, personal responsibility, and beliefs, while the elements of environment factors are social influences, information resources, and environmental management facilities. In addition, this study used an environmental knowledge test and questionnaire as research instruments. A total of 445 aboriginal students from the Malaysian state of Pahang were involved in this research. The research data were analysed using Structural Equation Modelling (SEM). The research findings showed that the predictor factors (knowledge, attitude, personal responsibility, beliefs, social influences, information resources, and environmental management facilities) contributed 44% towards environmental care behaviour. In fact, the factors that contributed most to environmental behaviour were social influences and beliefs, followed by environmental management facilities, attitude, and personal responsibility. Nonetheless, knowledge concerning the environment did not contribute towards behaviour, but it influenced attitude, which in turn affected behaviour. Hence, the factors that have been identified to contribute to environmental care behaviour should be considered in planning educational development for the aboriginal community in order to achieve environmental sustainability. © 2016 Rahman.","Environmental behavior and aboriginal environmental knowledge; Environmental education","13063065","","","2-s2.0-84982221066"
"Janmaimool P.","Janmaimool, Piyapong (58188330200)","58188330200","Investigating pro-environmental behaviors of well-educated people in Thailand: Implications for the development of environmental communication","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035118390&doi=10.1108%2fIJSSP-02-2017-0014&partnerID=40&md5=6f228522a89f6d24ea9ff8bf86ed5be2","Department of Social Sciences and Humanities, School of Liberal Arts, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand","Janmaimool P., Department of Social Sciences and Humanities, School of Liberal Arts, King Mongkut’s University of Technology Thonburi, Bangkok, Thailand","Purpose: The purpose of this paper is to explore the environmental behaviors of well-educated people in Thailand. Determinants of individuals’ involvement in pro-environmental behaviors (PEBs) are evaluated. Design/methodology/approach: An exploratory model was created to investigate the relationship between PEBs and potential predictors that were selected based on the purposes of environmental risk communication and environmental education improvements. Those factors included dispositional, attitudinal, motivational, environmental knowledge, and psychosocial characteristics. Questionnaire surveys with well-educated people (n=810), that is those holding an educational qualification that ranged from a senior high school degree to a doctoral degree, were conducted. Multiple regression analysis was performed to justify the proposed relationship. Findings: The result revealed that PEBs of well-educated people could be greatly predicted by an individual’s sense of obligation, perceived probability of receiving impacts from environmental problems, outcome expectancy from environmental behaviors, and environmental knowledge related to environmental phenomena and appropriate environmental actions; whereas, an individual’s environmental worldview and life satisfaction were less significant. Moreover, most of psychosocial variables were not significant predictors. Originality/value: Factors determining well-educated people’s engagement in PEBs were evaluated. The results of the investigation provided the implications for environmental risk communication and environmental education improvements. © 2017, © Emerald Publishing Limited.","Environmental education; Environmental knowledge; Environmental risk communication; Pro-environmental behaviours; Well-educated people","0144333X","","","2-s2.0-85035118390"
"Hadler M.","Hadler, Markus (8637242900)","8637242900","Individual action, world society, and environmental change: 1993–2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030441133&doi=10.1080%2f23254823.2016.1209642&partnerID=40&md5=ff2f9338cc3127b2828c858f11469aeb","Department of Sociology, Macquarie University, W6A, Sydney, 2109, Australia","Hadler M., Department of Sociology, Macquarie University, W6A, Sydney, 2109, Australia","This article studies the question of how global cultural models shape individual environmental behaviours. The analysis applies a novel, cross-sectional, longitudinal, multilevel model that combines individual-level survey data from sixteen countries collected by the International Social Survey Programme (ISSP) with contextual characteristics such as the presence of international organisations, the national institutionalisation of environmentalism, and polities’ demands on individual participation. The analysis provides only limited support for the direct effects of ties to world society. It rather suggests indirect effects via the institutionalisation of environmentalism at the national level and via various individual exposure variables. In addition, both public and private behaviours are positively influenced by attitudinal alignment with global models, whereas certain individualisation processes have negative effects. © 2016, © 2016 European Sociological Association.","and environmental behaviour; environmental concern; ISSP; neo-institutionalism; world society","23254823","","","2-s2.0-85030441133"
"Laplonge D.","Laplonge, Dean (56436612300)","56436612300","The “un-womanly” attitudes of women in mining towards the environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011628927&doi=10.1016%2fj.exis.2017.01.011&partnerID=40&md5=ee84127a54d11ce6a5aa5792625e2f3a","Factive, Australia, University of New South Wales, Australia","Laplonge D., Factive, Australia, University of New South Wales, Australia","In this paper I explore whether the employment of more women in mining will result in improved environmental management and practices in that industry. The debate about gender in mining regularly includes claims that the employment of more women will help change the industry. These claims rely on essentialist ideas about how women behave, and fail to consider the production of masculinity as the preferred gender for all mining employees. Drawing on the results of a survey which explores the attitudes of women who work in mining towards the environment, I conclude that the sex of employees is not the best indicator of possible change in environmental management and practices in the industry. Women who work in mining do not display a particularly strong or unique connection to the environment which would encourage them to drive change in their workplaces. In conclusion, I suggest that ecofeminism might offer better hope of improved environmental practices in mining; and call for more work to be done to explore how this might work in mining operations. © 2017 Elsevier Ltd","Environment; Gender; Management; Mining","2214790X","","","2-s2.0-85011628927"
"Uzzell D.","Uzzell, David (6603568290)","6603568290","Families in an environmental context","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998865159&doi=10.1332%2f204674316X14758532358222&partnerID=40&md5=1cf35702d682090cce02984f2970ded2","University of Surrey, United Kingdom","Uzzell D., University of Surrey, United Kingdom","Research on children's learning in museums, children's attempts to change their parents' environmental practices, and how the different 'logics' of home and the workplace affect offshore oil workers' transfer of environmental practices between the two, all focus on the critical role of the family in environmental change. This Open Space piece reflects on how environmental practices are strongly influenced by the family and the other institutions with which the family interacts. © Policy Press 2016 · #FRS.","Environmental change; Family; Home; Logics; Workplace","20467435","","","2-s2.0-84998865159"
"Sánchez-Hernández M.I.; Bañegil-Palacios T.M.; Sanguino-Galván R.","Sánchez-Hernández, M. Isabel (37116145300); Bañegil-Palacios, Tomás M. (6504156798); Sanguino-Galván, Ramón (35077282800)","37116145300; 6504156798; 35077282800","Competitive success in responsible regional ecosystems: An empirical approach in Spain focused on the firms' relationship with stakeholders","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015954966&doi=10.3390%2fsu9030449&partnerID=40&md5=d1899b36f3f373f170f71738795524e4","Business Administration and Sociology Department, School of Economics, University of Extremadura, Ave. Elvas s/n, Badajoz, 06006, Spain","Sánchez-Hernández M.I., Business Administration and Sociology Department, School of Economics, University of Extremadura, Ave. Elvas s/n, Badajoz, 06006, Spain; Bañegil-Palacios T.M., Business Administration and Sociology Department, School of Economics, University of Extremadura, Ave. Elvas s/n, Badajoz, 06006, Spain; Sanguino-Galván R., Business Administration and Sociology Department, School of Economics, University of Extremadura, Ave. Elvas s/n, Badajoz, 06006, Spain","Nowadays, any business manager is concerned about sustainability issues and is wondering how to implement social and environmental practices creating economic and social value at the same time. The implementation of social responsibility programs is justified by the benefits that result from a good relationship of the firm with key stakeholders. The present research investigates the links among firms' relationship with stakeholders, firms' champion behavior, stakeholders' satisfaction and firms' competitive success in regional contexts where social responsibility is promoted. Using the resource-based theory and the concept of shared value, a conceptual model is proposed in which a strong firm relationship with stakeholders will cause the stakeholder' satisfaction and will help the firm to become a champion in the market, contributing to improved competitiveness. This empirical analysis was based on survey data through partial least squares structural equation modeling (PLS-SEM) from 130 Spanish firms in the Region of Extremadura. Participants were firm managers in regional clusters involved in the social responsibility journey promoted by the local government. The results suggest that a good relationship of the frim with stakeholders directly and positively influences firm competitive success, and also, it is enhanced by improvements in stakeholders' satisfaction and firm champion behavior. © 2017 by the authors. Licensee MDPI, Basel, Switzerland.","Champion behavior; Competitive success; Regional contexts; Satisfaction; Shared value; Social responsibility; Stakeholders; Sustainability","20711050","","","2-s2.0-85015954966"
"Macias T.","Macias, Thomas (6507303562)","6507303562","Risks, Trust, and Sacrifice: Social Structural Motivators for Environmental Change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958838587&doi=10.1111%2fssqu.12201&partnerID=40&md5=7a55861976495f01e0d0e261c5e81fba","Department of Sociology, University of Vermont, 31 South Prospect St., Burlington, 05405, VT, United States","Macias T., Department of Sociology, University of Vermont, 31 South Prospect St., Burlington, 05405, VT, United States","Objective: The social capital literature suggests generalized trust should work to motivate individuals to engage in environmentally beneficial behavior as it is associated with altruistic outcomes, moderation, and self-sacrifice. The environmental justice literature, however, suggests certain populations are understandably more skeptical about who they can trust with respect to environmental threats in their communities, thus undermining the hypothesis that greater trust results in positive environmental outcomes. We seek to test the relative direct and indirect influences of generalized trust and knowledge of environmental issues on individuals' willingness to make sacrifices for the environment. Methods: Based on established theory in the social capital, environmental concern, and environmental justice literature, this study conducts structural equation modeling using data from the 2010 General Social Survey. Results: This analysis finds support for both social capital and environmental justice arguments. However, the positive direct effect of generalized trust on a willingness to sacrifice outweighs its indirect negative effect via perceived environmental threats by a factor of four to one, suggesting generalized trust is a net catalyst for environmental action. Knowledge of issues is positively associated with both perceived environmental risks and a willingness to sacrifice. Conclusion: Generalized trust is an important motivator for self-sacrifice in the realm of environmental behavior. We should nonetheless be skeptical of efforts to promote it that ignore the unequal distribution of environmental threats in the population. © 2015 Southwestern Social Science Association.","","00384941","","","2-s2.0-84958838587"
"Rorie M.","Rorie, Melissa (35099455400)","35099455400","An integrated theory of corporate environmental compliance and overcompliance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949624373&doi=10.1007%2fs10611-015-9571-9&partnerID=40&md5=f743f83b63a8c6439b2437ec94b5f5d3","University of Nevada, Las Vegas, 4505 S. Maryland Parkway, Box 5009, Las Vegas, 89154, NV, United States","Rorie M., University of Nevada, Las Vegas, 4505 S. Maryland Parkway, Box 5009, Las Vegas, 89154, NV, United States","Prior research on corporate environmental behavior has produced myriad factors that explain offending and overcompliance, yet the literature lacks cohesion and would benefit from disentangling corporate- and individual-level explanations. In this study, a cross-level integrated theory of corporate environmental behavior uses Gunningham et al’s. (2003) license framework and Paternoster and Simpson’s (1993; 1996) rational choice theory of corporate crime to portray how individuals within corporations decide to offend or to overcomply with environmental regulations while accounting for the organizational context. Specifically, external pressures (legal, social, and economic) on the corporation, plus internal corporate policies and culture, affect individual-level cost-benefit analyses. In turn, these cost-benefit calculations impact the behavioral decisions made by corporate managers. Four sets of hypotheses based on this integration are tested using an environmental vignette survey of individuals. The results provide mixed support for the integrated theory. It is also noted that predictors of environmental offending are different from those predicting overcompliance. Implications for theory and practice are discussed. © 2015, Springer Science+Business Media Dordrecht.","","09254994","","","2-s2.0-84949624373"
"Wallsten B.; Krook J.","Wallsten, Björn (55303701600); Krook, Joakim (7006094177)","55303701600; 7006094177","Urks and the Urban Subsurface as Geosocial Formation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981736612&doi=10.1177%2f0162243916634866&partnerID=40&md5=070e30466f5db98760ec6b28e820b453","Department of Thematic Studies —Technology and Social Change, Linköping University, Linköping, Sweden; Department of Management and Engineering, Environmental Technology and Management, Linköping University, Sweden","Wallsten B., Department of Thematic Studies —Technology and Social Change, Linköping University, Linköping, Sweden; Krook J., Department of Management and Engineering, Environmental Technology and Management, Linköping University, Sweden","This article investigates “urks,” that is, disconnected parts of urban infrastructure that remain in their subsurface location. The reason for engaging in this topic is resource scarcity concerns, as urks contain large amounts of copper and aluminum that could be “mined” for the benefit of the environment. Our starting point is that there is a certain nonstagnant capacity of waste-like entities such as urks and that their resistance to categorization is crucial to encapsulate their political potential (cf. Hawkins 2006; Moore 2012; Hird 2013). We investigate how this indeterminate capacity has implications in terms of where future trajectories for urk recovery are conceivable. The study is based on interviews with respondents from the infrastructure and waste sectors in Sweden. By stressing the relationship between urks and their geosocial subsurface surroundings, we use the respondents’ exploratory interpretations of urks to outline a spectrum of issues that should be further discussed for urks to become a matter of concern. The negotiation of these issues, we suggest, can be conceived of as a form of navigation along the perceived fault lines between actors and priorities, and they must be resolved for increased urk recovery to occur. © 2016, © The Author(s) 2016.","environmental practices; governance; infrastructure; politics; power; urban mining","01622439","","","2-s2.0-84981736612"
"Madsen C.U.; Hasle P.","Madsen, Christian Uhrenholdt (57204973650); Hasle, Peter (6602384385)","57204973650; 6602384385","Commitment or compliance? Institutional logics of work environment management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027714135&doi=10.18291%2fnjwls.v7iS2.96688&partnerID=40&md5=1370d96382f770cb8de5c76b196dfaa0","Center for Industrial Production, Aalborg University, Denmark","Madsen C.U., Center for Industrial Production, Aalborg University, Denmark; Hasle P., Center for Industrial Production, Aalborg University, Denmark","Scholars of the work environment have pointed out how management ideas and practices inspired by a human resource approach are influencing the work environment efforts in Nordic organizations. In this paper, we use the 'institutional logics' perspective to propose heuristic ideal types of two institutional logics of work environment management: The logic of compliance as the ideal type of the 'traditional' approach to work environment management and the logic of commitment as the human resource informed approach. Through a side-by-side comparison of key characteristics, we analyze the two ideal types as instantiations of institutional orders on the societal level with the compliance logic being rooted in the orders of the state and the corporation, and the commitment logic as based on the orders of the corporation. The paper ends with a discussion on the how the two logics can influence concrete work environment practices and approaches to management in organizations.","Commitment; Compliance; HRM; Human resource management; Ideal types; Institutional logics; Institutional theory; Occupational health and safety; OHS; Work environment","22450157","","","2-s2.0-85027714135"
"Ambrosius J.D.; Gilderbloom J.I.","Ambrosius, Joshua D. (38662174100); Gilderbloom, John I. (6602310397)","38662174100; 6602310397","Who's greener? Comparing urban and suburban residents' environmental behaviour and concern","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938551992&doi=10.1080%2f13549839.2014.926870&partnerID=40&md5=7bf5cd71541c68c2e6bcceb7fedeb079","Department of Political Science, University of Dayton, Dayton, OH, United States; Department of Urban and Public Affairs, Center for Sustainable Urban Neighborhoods, University of Louisville, Louisville, KY, United States","Ambrosius J.D., Department of Political Science, University of Dayton, Dayton, OH, United States; Gilderbloom J.I., Department of Urban and Public Affairs, Center for Sustainable Urban Neighborhoods, University of Louisville, Louisville, KY, United States","While various studies have compared metropolitan and rural residents' displays of environmentalism, recent shifts in the housing and energy markets make intra-metropolitan differences in urban and suburban attitudes and actions more interesting. The housing market crash and accompanying rise in fuel costs are prompting a return of centralisation to many communities and, it is believed, are drawing environmentally conscious residents downtown closer to work and play. Past research has found that this trend – demonstrated by a re-centralising housing market – was already underway, pre-crash, in Louisville, Kentucky over the “boom” period from 2000 to 2006. Drawing on original 2006 survey data for Louisville, this study regresses two components of environmentalism (behaviour and concern) on socio-demographics and residence. Findings show urbanites in Louisville are indeed significantly more environmentally friendly in their behaviour but not in their concern. Countering some claims, residents of single-family homes also exhibit significantly higher levels of environmental behaviour and concern than those residing in apartments and condominiums. Finally, in a surprise finding, recent movers from the suburbs to the city do not differ in their behaviour and are significantly less concerned about the environment than urbanites, suburbanites, and all metropolitan residents. © 2014 Taylor & Francis.","environmental attitudes; new ecological paradigm; pro-environmental behaviour; suburban; urban","13549839","","","2-s2.0-84938551992"
"Cordner A.","Cordner, Alissa (53881021800)","53881021800","Strategic Science Translation and Environmental Controversies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944057411&doi=10.1177%2f0162243915584164&partnerID=40&md5=f3ec55a99bd0ec4f0e132de6817a3087","Sociology Department, Whitman College, Walla Walla, WA, United States","Cordner A., Sociology Department, Whitman College, Walla Walla, WA, United States","In contested areas of environmental research and policy, all stakeholders are likely to claim that their position is scientifically grounded but disagree about the relevant scientific conclusions or the weight of the evidence. In this article, I draw on a year of participant observation and over 110 in-depth interviews, with the case study of controversial chemicals used as flame retardants in consumer products. I develop the concept of strategic science translation (SST), the process of interpreting and communicating scientific evidence to an intended audience in order to advance certain goals and interests. Engaging in selective, interpretive, or inaccurate SST allows competing stakeholders to bolster their arguments, strengthen their authority, and inspire change regarding a policy-relevant issue. Because stakeholders deploy imbalanced resources when they participate in contested environmental fields, their actions in those fields and the resulting policy outcomes often reduce not to the settling of scientific truths but to power differentials. © 2015, © The Author(s) 2015.","chemicals policy; environmental practices; governance; politics; power; scientization","01622439","","","2-s2.0-84944057411"
"Newman T.P.; Fernandes R.","Newman, Todd P. (56494319400); Fernandes, Ronald (8562417000)","56494319400; 8562417000","A re-assessment of factors associated with environmental concern and behavior using the 2010 General Social Survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959226004&doi=10.1080%2f13504622.2014.999227&partnerID=40&md5=5e4abf1c450a5c4d594f3cad3e5ca9bc","School of Communication, American University, Washington, DC, United States; School of Public Service, DePaul University, Chicago, IL, United States","Newman T.P., School of Communication, American University, Washington, DC, United States; Fernandes R., School of Public Service, DePaul University, Chicago, IL, United States","The associations between social and psychological influences and environmental attitudes, intentions and behavior have generated considerable interest, both in the fields of environmental behavior and of environmental education. We use the 2010 General Social Survey (GSS) to study these associations and expand the scope of earlier studies by including additional measures across social demographic, social psychological and behavioral blocks. The findings highlight the relationships between social psychological constructs and environmental concern and behavior, as well as the relationships between social demographic characteristics and environmental values and beliefs. The findings from this study will be useful to environmental educators and communicators interested in studying the social psychological and social demographic bases of environmental concern and behavior. © 2015 Taylor & Francis.","environmental concern; General Social Survey; pro-environmental behavior","13504622","","","2-s2.0-84959226004"
"Katz-Gerro T.; Greenspan I.; Handy F.; Lee H.-Y.; Frey A.","Katz-Gerro, Tally (6603427292); Greenspan, Itay (25721977200); Handy, Femida (8907718600); Lee, Hoon-Young (56101958500); Frey, Andreas (56320575300)","6603427292; 25721977200; 8907718600; 56101958500; 56320575300","Environmental Philanthropy and Environmental Behavior in Five Countries: Is There Convergence Among Youth?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938284646&doi=10.1007%2fs11266-014-9496-4&partnerID=40&md5=ff8ec49e246a69d18aca6c04010c8e38","University of Haifa, Haifa, Israel; Hebrew University of Jerusalem, Jerusalem, Israel; University of Pennsylvania, Philadelphia, PA, United States; KyungHee University, Seoul, South Korea; Nürtingen-Geislingen University of Applied Science, Nürtingen, Germany","Katz-Gerro T., University of Haifa, Haifa, Israel; Greenspan I., Hebrew University of Jerusalem, Jerusalem, Israel; Handy F., University of Pennsylvania, Philadelphia, PA, United States; Lee H.-Y., KyungHee University, Seoul, South Korea; Frey A., Nürtingen-Geislingen University of Applied Science, Nürtingen, Germany","This paper compares and contrasts environmental philanthropy, environmental behavior, and their determinants among university students in five countries: Canada, Germany, Israel, South Korea, and the United States. The paper’s unique contribution to the nonprofit literature is its focus on environmental philanthropy as an unexplored form of philanthropic behavior, and the ability to test environmental philanthropy in an international setting and in comparison to other modes of environmental behavior. By environmental philanthropy, we mean giving to, and volunteering in, various environmental non-governmental organizations, and by environmental behavior, we refer to daily behaviors in the private sphere with ecological implications. We hypothesize that although the five countries vary on several characteristics, the student populations—who are young, educated, and exposed to global ideas and norms—will be relatively similar to each other in their environmental and philanthropic behavior and in the determinants of such behavior. To test this hypothesis, a standardized questionnaire was administered to 8,477 students on five campuses. Results show significant differences between students in their environmental philanthropic behavior, as well as in the demographic and attitudinal determinants of such behaviors. © 2014, International Society for Third-Sector Research and The Johns Hopkins University.","Cross-national comparison; Donating; Environmental behavior; Environmental philanthropy; Volunteering","09578765","","VOLUE","2-s2.0-84938284646"
"Matarrita-Cascante D.; Sene-Harper A.; Stocks G.","Matarrita-Cascante, David (23767544300); Sene-Harper, Aby (56505500700); Stocks, Gabriela (26433874300)","23767544300; 56505500700; 26433874300","International amenity migration: Examining environmental behaviors and influences of amenity migrants and local residents in a rural community","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922273297&doi=10.1016%2fj.jrurstud.2015.01.005&partnerID=40&md5=2edeeab4a5b49d8877dfa8bea5101574","Department of Recreation, Park and Tourism Sciences, Texas A and M University, 600 Kimbrough Blvd., Mailstop 2261, College Station, 77843-2261, TX, United States; Department of Anthropology, University of Louisville, Lutz Hall, Louisville, 40292, KY, United States","Matarrita-Cascante D., Department of Recreation, Park and Tourism Sciences, Texas A and M University, 600 Kimbrough Blvd., Mailstop 2261, College Station, 77843-2261, TX, United States; Sene-Harper A., Department of Recreation, Park and Tourism Sciences, Texas A and M University, 600 Kimbrough Blvd., Mailstop 2261, College Station, 77843-2261, TX, United States; Stocks G., Department of Anthropology, University of Louisville, Lutz Hall, Louisville, 40292, KY, United States","This study contributes to our understanding of international amenity migration by examining the different types of environmental behaviors displayed by amenity migrants and local residents in Nuevo Arenal, Costa Rica, as well as how each group influences the other. Our findings indicate that amenity migrants and Costa Ricans displayed distinct environmental behaviors. The former group places more emphasis on large-scale processes, such as rebuilding natural ecosystems. The latter group prioritizes smaller-scale activities, such as recycling and trash collection. We also found that environmental influences in this community are unidirectional-from amenity migrants to Costa Ricans but not vice versa. Factors explaining these findings are offered. © 2015 Elsevier Ltd.","Costa Rica; Environmental behaviors; Environmental influences; International amenity migration","07430167","","JRSTF","2-s2.0-84922273297"
"Wolfe S.E.","Wolfe, S.E. (30068014800)","30068014800","Original article: Women's choices and canadian water research and policy: A study of professionals' careers, mentorship, and experiential knowledge","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897548629&doi=10.1017%2fS1466046613000550&partnerID=40&md5=0531432cc736eb990d82535c14dd402b","Department of Environment and Resource Studies, University of Waterloo, Waterloo, ON, N2L 3G1, 200 University Avenue West, Canada","Wolfe S.E., Department of Environment and Resource Studies, University of Waterloo, Waterloo, ON, N2L 3G1, 200 University Avenue West, Canada","This article is an investigation of the different factors that potentially influence the career choices of Canadian female professionals working in water research and policy (WRP). This community was broadly defined as any Canadian engineers, technicians, biologists, planners, economists, scholars conducting physical and social research, public servants (e.g., national, provincial, municipal), and civil society activists who were self-identified as working on water-related issues. Participants' essay responses were assessed by using an integrated comparative framework - drawing insights from economics, social network theory, environmental psychology, innovation, knowledge management, and pro-environmental behavior. Focus was placed on participants' responses about what motivated their careers, how this motivation sustained their professional participation over time, and whether different experiences with people and/or nature influenced their contributions to Canadian WRP. The data analysis indicated that female professionals draw on their relationships and experiential knowledge to make career decisions, sustain their career progression, and direct their career contributions. The analysis suggested that both recruitment and retention within the water community could be improved by providing recognition of alternative knowledge opportunities, including opportunities to develop skill mastery over existing or new skills, and experiential knowledge in nature for children, and by facilitating mentorship relationships and social networks. By doing so, these interventions would help sustain the availability of diverse knowledge resources held by female professionals within Canadian WRP. © National Association of Environmental Professionals 2014.","","14660466","","","2-s2.0-84897548629"
